央视,#genre#
CCTV17,http://110.248.147.90:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://110.248.147.90:85/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV老故事,http://110.248.147.90:85/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://110.248.147.90:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
卫视,#genre#
东南卫视,http://110.248.147.90:85/tsfile/live/1042_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://110.248.147.90:85/tsfile/live/1034_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://110.248.147.90:85/tsfile/live/1035_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://110.248.147.90:85/tsfile/live/1040_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://110.248.147.90:85/tsfile/live/1036_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://110.248.147.90:85/tsfile/live/1032_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://110.248.147.90:85/tsfile/live/1052_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://110.248.147.90:85/tsfile/live/1043_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://110.248.147.90:85/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://110.248.147.90:85/tsfile/live/1044_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://110.248.147.90:85/tsfile/live/1033_1.m3u8?key=txiptv&playlive=0&authid=0
三沙卫视,http://110.248.147.90:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://110.248.147.90:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,http://110.248.147.90:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://110.248.147.90:85/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,http://110.248.147.90:85/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
内蒙卫视,http://110.248.147.90:85/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://110.248.147.90:85/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://110.248.147.90:85/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://110.248.147.90:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://110.248.147.90:85/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://110.248.147.90:85/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://110.248.147.90:85/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://110.248.147.90:85/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://110.248.147.90:85/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://110.248.147.90:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://110.248.147.90:85/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://110.248.147.90:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://110.248.147.90:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://110.248.147.90:85/tsfile/live/1089_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://110.248.147.90:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://110.248.147.90:85/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://110.248.147.90:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://110.248.147.90:85/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://110.248.147.90:85/tsfile/live/1080_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://110.248.147.90:85/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://110.248.147.90:85/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://110.248.147.90:85/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://110.248.147.90:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://110.248.147.90:85/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://110.248.147.90:85/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://110.248.147.90:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://110.248.147.90:85/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://110.248.147.90:85/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://110.248.147.90:85/tsfile/live/1088_1.m3u8?key=txiptv&playlive=1&authid=0
延边卫视,http://110.248.147.90:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://110.248.147.90:85/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://110.248.147.90:85/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
其他,#genre#
金鹰卡通,http://110.248.147.90:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
广西新闻,http://110.248.147.90:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
BTV卡通少儿,http://110.248.147.90:85/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
CETV-2,http://110.248.147.90:85/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
国学频道,http://110.248.147.90:85/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
中国交通,http://110.248.147.90:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
河北农民,http://110.248.147.90:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
晴彩河北,http://110.248.147.90:85/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
CCTN,http://110.248.147.90:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://110.248.147.90:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CETV-4,http://110.248.147.90:85/tsfile/live/1082_1.m3u8?key=txiptv&playlive=1&authid=0
河北少儿,http://110.248.147.90:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
河北影视,http://110.248.147.90:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
河北经济,http://110.248.147.90:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
河北都市,http://110.248.147.90:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
湖南金鹰卡通,http://110.248.147.90:85/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
电视指南,http://110.248.147.90:85/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
环球奇观,http://110.248.147.90:85/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
邯郸新闻,http://110.248.147.90:85/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
邯郸科教,http://110.248.147.90:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
邯郸公共,http://110.248.147.90:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育(电信高清),http://110.248.147.90:85/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
山东新闻(电信高清),http://110.248.147.90:85/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺(电信),http://110.248.147.90:85/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
东方影视,http://110.248.147.90:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
上海新闻,http://110.248.147.90:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
东方财经,http://110.248.147.90:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
乐游,http://110.248.147.90:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
五星体育,http://110.248.147.90:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://110.248.147.90:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
法制天地,http://110.248.147.90:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
哈哈炫动,http://110.248.147.90:85/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷卡通,http://110.248.147.90:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
动漫秀场,http://110.248.147.90:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
生活时尚,http://110.248.147.90:85/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
游戏风云,http://110.248.147.90:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
欢笑剧场,http://110.248.147.90:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
快乐垂钓,http://110.248.147.90:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
股市,http://110.248.147.90:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
第一财经,http://110.248.147.90:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
茶频道,http://110.248.147.90:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
财富天下,http://110.248.147.90:85/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,http://110.248.147.90:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
都市频道,http://110.248.147.90:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
金色学堂,http://110.248.147.90:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://110.248.147.90:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://110.248.147.90:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
湖南都市,http://110.248.147.90:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://110.248.147.90:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
湖南公共,http://110.248.147.90:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
湖南经视,http://110.248.147.90:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电影,http://110.248.147.90:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
湖南教育,http://110.248.147.90:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电视剧,http://110.248.147.90:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://110.248.147.90:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://110.248.147.90:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
