央视,#genre#
CCTV5,http://222.71.55.147:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://222.71.55.147:85/tsfile/live/1025_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://222.71.55.147:85/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://222.71.55.147:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://222.71.55.147:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://222.71.55.147:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://222.71.55.147:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://222.71.55.147:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://222.71.55.147:85/tsfile/live/1023_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://222.71.55.147:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://222.71.55.147:85/tsfile/live/1026_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://222.71.55.147:85/tsfile/live/1027_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://222.71.55.147:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://222.71.55.147:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://222.71.55.147:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://222.71.55.147:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://222.71.55.147:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://222.71.55.147:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://222.71.55.147:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://222.71.55.147:85/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
卫视,#genre#
内蒙古卫视,http://222.71.55.147:85/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0
兵团卫视,http://222.71.55.147:85/tsfile/live/0115_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://222.71.55.147:85/tsfile/live/1042_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://222.71.55.147:85/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://222.71.55.147:85/tsfile/live/1038_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://222.71.55.147:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=0&authid=0
西藏卫视,http://222.71.55.147:85/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://222.71.55.147:85/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://222.71.55.147:85/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://222.71.55.147:85/tsfile/live/1040_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://222.71.55.147:85/tsfile/live/1036_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://222.71.55.147:85/tsfile/live/1043_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://222.71.55.147:85/tsfile/live/1044_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://222.71.55.147:85/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://222.71.55.147:85/tsfile/live/1033_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://222.71.55.147:85/tsfile/live/1035_1.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://222.71.55.147:85/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
三沙卫视,http://222.71.55.147:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://222.71.55.147:85/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://222.71.55.147:85/tsfile/live/1028_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://222.71.55.147:85/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://222.71.55.147:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://222.71.55.147:85/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://222.71.55.147:85/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://222.71.55.147:85/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://222.71.55.147:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://222.71.55.147:85/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://222.71.55.147:85/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://222.71.55.147:85/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://222.71.55.147:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://222.71.55.147:85/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://222.71.55.147:85/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://222.71.55.147:85/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://222.71.55.147:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://222.71.55.147:85/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://222.71.55.147:85/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://222.71.55.147:85/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://222.71.55.147:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://222.71.55.147:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://222.71.55.147:85/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://222.71.55.147:85/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://222.71.55.147:85/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
其他,#genre#
广西新闻,http://222.71.55.147:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
金鹰卡通,http://222.71.55.147:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
中国交通,http://222.71.55.147:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://222.71.55.147:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
河北公共,http://222.71.55.147:85/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
河北农民,http://222.71.55.147:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
河北少儿,http://222.71.55.147:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
河北影视,http://222.71.55.147:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
河北经济,http://222.71.55.147:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
河北都市,http://222.71.55.147:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
邯郸公共,http://222.71.55.147:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
邯郸新闻,http://222.71.55.147:85/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
邯郸科教,http://222.71.55.147:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTN,http://222.71.55.147:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河南梨园频道,http://222.71.55.147:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
上海新闻,http://222.71.55.147:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
上海纪实人文,http://222.71.55.147:85/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
东方影视,http://222.71.55.147:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
东方财经,http://222.71.55.147:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
乐游,http://222.71.55.147:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
东方购物,http://222.71.55.147:85/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
五星体育,http://222.71.55.147:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
动漫秀场,http://222.71.55.147:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷卡通,http://222.71.55.147:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://222.71.55.147:85/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
影迷电影,http://222.71.55.147:85/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
教育台,http://222.71.55.147:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
生活时尚,http://222.71.55.147:85/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
法制天地,http://222.71.55.147:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
游戏风云,http://222.71.55.147:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
百事通4K,http://222.71.55.147:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
第一财经,http://222.71.55.147:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
股市,http://222.71.55.147:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
都市频道,http://222.71.55.147:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
财富天下,http://222.71.55.147:85/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,http://222.71.55.147:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://222.71.55.147:85/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://222.71.55.147:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://222.71.55.147:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
快乐垂钓,http://222.71.55.147:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
湖南公共,http://222.71.55.147:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电影,http://222.71.55.147:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
湖南教育,http://222.71.55.147:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://222.71.55.147:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://222.71.55.147:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电视剧,http://222.71.55.147:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
湖南经视,http://222.71.55.147:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://222.71.55.147:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
欢笑剧场,http://222.71.55.147:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
茶频道,http://222.71.55.147:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
金色学堂,http://222.71.55.147:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://222.71.55.147:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
