央视,#genre#
深圳卫视,http://121.24.99.124:85/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://121.24.99.124:85/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://121.24.99.124:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://121.24.99.124:85/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://121.24.99.124:85/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://121.24.99.124:85/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://121.24.99.124:85/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://121.24.99.124:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://121.24.99.124:85/tsfile/live/1088_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://121.24.99.124:85/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://121.24.99.124:85/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0

其他,#genre#
BTV卡通少儿,http://121.24.99.124:85/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
CCTN,http://121.24.99.124:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CETV-2,http://121.24.99.124:85/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
CETV-4,http://121.24.99.124:85/tsfile/live/1082_1.m3u8?key=txiptv&playlive=1&authid=0
世界地理,http://121.24.99.124:85/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&authid=0
中国交通,http://121.24.99.124:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
国学频道,http://121.24.99.124:85/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
国防军事,http://121.24.99.124:85/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://121.24.99.124:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场,http://121.24.99.124:85/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
文物宝库,http://121.24.99.124:85/tsfile/live/1072_1.m3u8?key=txiptv&playlive=1&authid=0
早期教育,http://121.24.99.124:85/tsfile/live/1081_1.m3u8?key=txiptv&playlive=1&authid=0
晴彩河北,http://121.24.99.124:85/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
武术世界,http://121.24.99.124:85/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
河北公共,http://121.24.99.124:85/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
河北农民,http://121.24.99.124:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
河北少儿,http://121.24.99.124:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
河北影视,http://121.24.99.124:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
河北杂技,http://121.24.99.124:85/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&authid=0
河北经济,http://121.24.99.124:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
河北都市,http://121.24.99.124:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
河南梨园频道,http://121.24.99.124:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
湖南金鹰卡通,http://121.24.99.124:85/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
环球奇观,http://121.24.99.124:85/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
电视指南,http://121.24.99.124:85/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
第一剧场,http://121.24.99.124:85/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
邯郸公共,http://121.24.99.124:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
邯郸新闻,http://121.24.99.124:85/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
邯郸科教,http://121.24.99.124:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://121.24.99.124:85/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
风云音乐,http://121.24.99.124:85/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
高尔夫网球,http://121.24.99.124:85/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
